,0
164,로그인이 아예 안됩니다 와 .... 진짜 답답하네요 월 이용권 결제하고 2명 이용 가능하다고 해서 다른기기 로그인 하려고 하는데 계속 중복되는 아이디라고 로그인도 안되고 아이디 비밀번호 검색하면 계속 가입하기 누르라고 뜨고 눌르면 중복된다고 로그인도 안되고 어쩌라는겁니까? 보라는거예요? 돈은 돈 데로내고 보지말라는거예요? 아.. 답답하네 진짜
165,"회원탈퇴도 안되고, 가입은 쉽게 해놓고 탈퇴는 어렵게 해놨네~~애플 앱스토어 구독취소하라해서 하고 탈퇴 하려하니 안되네요. 고객센터 전화도 안되고, 1:1상담을 남겨도 답이없고, 최악의 OTT네요

지금 이용중인 올레TV에서 다 시청이 가능하고 영화는 넷플렉스보다 볼만한 것도 없고, 볼만하다싶으면 유료로 추가 비용을 내야하고, 그냥 탈퇴하고 싶으니 탈퇴조치 바랍니다."
166,유료결제인데 이제는 광고까지 봐야하나요ㅡㅡ 진심 별로네요
167,처음엔 터치 다 됐었는데 나갔다 들어오니까 시청할 프로필을 선택하세요 이 화면에서 터치가 아무것도 안됩니다 ㅠㅠ 재설치 해봐도 안돼요
168,축구장 광고땜에 선수가 안보이잖아....이딴 축구 중계는 본적이 없다.....
169,"디즈니 한 계정으로 몰기 위해서 다른 아이드를 모두 삭제했는데 완전히 삭제가 안되어서 결제가 계속 되는데 다행히 해당 카드가 정지상태여서 다행이지...답답해서 내가 직접 카드 정보 삭제하려고 하는데 삭제된 아이디라 고객센터에 문의...?하라고? 이게 무슨 시스템인지.. 그냥 삭제하지 왜 고객들 정보계속 가지고 있냐고 디즈니가 괜히 중국...에휴
1.구독안하려고 계정삭제신청

2.후에 구독하라고 결제됨

3.어이가 없어서 내가 직접 구독 삭제하려고함.

4.로그인하려고하는데 아이디가 삭제되어서 고객센터에 문의하라고함...(내 카드정보는 삭제안시킴)

5.돌려막기...어떻게든 돈을 더 가져가려고 만든 후진국 시스템."
170,멤버십재가입시 아무것도 인증없이 카드결재가 되어버림. 아이가 내 핸드폰 만지다가 재가입되고 결재까지됌. 그과정에서 인증한번이 없음 한번 로그인한 디바이스에서는 누구나 다른 사람 멤버십을 재가입하고 다른사람카드결재가 가능함. 하지만 환불은 안됌
171,가입하고 월정액까지 정상적으로 계산했는데 왜 화면이 넘어가지않고 회원가입을 하고 넷플렉스로 들어가서 무제한 즐겨라가 계속 나오나요? 돈만 꿀꺽하고 화면은 열리지않고 이게 말이 되나요?!
172,무료 이용자도 라이브 보게 살려달라
173,가입 무한로딩때문에 안돼요
174,유료전환되니 광고가 줄어서좋아요^^
175,왜문나이트가안뜨죠? 3화기다리구있는데 문나이트가왜 안보이나요?
176,무료가 아닌가봐요~
177,무료영화 관람해서 좋네요
178,네이버페이로보는데 호환이안됨..쓰레기어플
179,무료예요🥺😳💖
180,네이버계정 자동로그인 기능 자체가 없는 후진적 시스템도 불편한 마당에.. 오늘은 네이버 계정으로 웨이브 로그인이 안되네요. 환장하겠네. 관리 안하세요?
181,가입을 못하게 하면 어쩌자는 거죠? 가입하기 누르면 시작하기 나오고 시작하기 누르면 가입하기 나오고 무한 루프하네 ㅋㅋ
182,회원탈퇴를 분명히 했는데 계속 자동결제가 됩니다... 이건 회원탈퇴시 고지를 해줘야하는거 아닌가요?? 전화문의까지 해야하니 매우 번거롭네요....
183,해지할려고합니다 로그인은 되는데 해지방법좀
184,네이버멤버십을 통해 티빙을 경험하게 되었는데 원래 찾아보는 스타일이 아니라 사용할일이 거의 없을거라 생각했지만 볼거리도 많고 재밌는것들이 많아서 매일 보게되네요
185,네이버멤버쉽으로경험중이에요 티비등 다양한 방법으로 재미있는 컨텐츠를 즐길수있어 좋아요
186,로그인이 안됩니다. 혹시나 싶어서 pc로 로그인도 수차례 해보고 멤버십 체크도 해봤는데 여기서만 로그인이 안되네요 211113 아직도 안됨 220428
187,네이버 멤버십으로 티빙 이용하는데 콘텐츠도 많고 만족하며 이용중이에요
188,티빙 네이버멤버쉽 때문에 가입해서 즐경모고 있어요.. 볼게 많아서 추천해요..
189,"네이버멤버십 덕분에 보게 되서, 잘 사용하고 있어요. 다양해서 좋네요^^"
190,아니 멤버십결제를 안하면 아예 들어가지도 못해요?볼게 뭐뭐있는지도 못보게하고 계속 멤버십재ㄱㅏ입 해야만 들어가지고..목록은 볼수있지않나요?당연 돈을 안냇으니 영상보는건 불가하죠 항상 이게 답답해여 내가 보고싶은게 잇는지없는지 확인도안되고 참
191,네이버 멥버쉽으로 이용할 수 있네요. 많이 좋아졌긴 하지만 지속적인 서버 유지보수가 필요할듯 합니다.
192,가격 진심;;
193,끝에 남는 앱. 아직까지 삭제 안 하고 유지하는 유일한 앱이네요.
194,아니.. 쿠팡앱으로 로그인하기 <- 이거누르면 쿠팡앱 로그인 되어있으면 자동으로 로그인이 되어야하는게 아닌가요? 아이디 비밀번호를 입력하고 인증할거면 그게 무슨 쿠팡앱으로 로그인하는건지..
195,쿠팡 아이디로 로그인 안됨.
196,유료전환 별로네요
197,절차를 모르겠어요 뭐가 복잡하네요
198,아직 사용해보지는 않았는데요. 그냥 유튜브 보니까 좋아보여서 별은 5점 줬습니다. 그 로그인을 하려그러는데 쿠팡 아이디로 와우 멤버십에 가입하라는것이 어떻게 하라는건지 모르겠어서요.
199,대화하면서 가입을했고 아이디를 입력하니 안되서 g메일이랑 네이버 딱 아이디2개인데 다 안되서 당황했고 아이디찾기 기능도없고 고객센터 연결은 아에 안되고 머 이런 ... 짜증나서 환불신청함 개선이 매우 시급해보임 넷플릭스 비싸서 탈퇴할려고했는데 그냥봐야겠음ㅠ
200,계정이 저절로 삭제됩니다.
201,회원님의 전화번호(끝자리02)를 변경했다는 메세지가 왔는데 왜 이런메세지가 동의없이 이뤄지는지요? 불쾌하네요
202,유료여서 아쉬운
203,탈퇴하고 다른 방법으로 재가입하니 100원 프로모션 이벤트 다시 참여 가능하네요. 다른거 다 정리하고 넘어온건데 이 방법을 안내해주지 돈내고 보던가 그냥 참고 보라니...
204,혹시 와우 멤버십은 어디서 가입해야하는 건지 알려주실수 있을까요?진짜 그것만 알려주시면 정말 이 앱 잘사용 할 것 같습니다.
205,볼거 조오오온나 없고 애니는 볼라치면 뜨문뜨문 있어서 개 별로 다시는 결제 안함
206,가입은 간편. 해지는 더럽게 안됨. 고객센터 전화도 없애버림. 고객을 호구로 아는 앱
207,가격도 계속 올리고 정신 못차렸네 애기 좀만 크면 디즈니로 바로 갈아탄다
208,"1년으로 돈내고 계정 끊어놓고 있었고
1년 되지도 않았는데 멤버십 재가입 하라고 뜨네요
이정도면 먹튀 아닌가요 ㅎㅎ
처음 가입했을때도 오류 자주 나고 지금도 로그인 계속 안되고 팅깁니다 제발 코딩 ㅈ같이 짜지말고 앱 관리 좀 잘하세요"
209,축구볼려고 와우회원했더만 토트넘 경기볼라면 서버터지고 접속안되네 돈아깝다
210,토트넘 리그 마지막 경기 중계권을 땄으면 서버를 더 준비해놓는게 좋지 않았으려나 합니다.
211,한 두번도 아니고 앱 실행 할때마다 이러는데 심지어 재 로그인도 튕기고 ;  쿠팡 앱 통해서 로그인 하는것도 안되고 직접 아이디 비번 적어도 안되고 ;;
212,쿠팡앱 연동도 안되고 아이디 비번 제대로 입력했는데 회원이 아니라고 뜨네요...
213,토트넘 경기보러왔더니 로그인이 안됨... 대단해
214,토트넘 경기볼려고 하는데 로그인이 안되네요 최악입니다
215,환불해주고 계약해지 해주세요 토트넘 경기볼려구 하는건데 지금 로그인이 안되는데 짜증나죽겠어요
216,손흥민 봐야하는데 서버 터졌나요? 이거 뭡니까? 새벽에 진짜 열받네요.
217,손흥민 축구 보려고 그러는데 로그인을 할 수 없다고 다시 시작하라고 계속 그래서 결국 못 봤습니다. 가족한테 알려 주긴 했는데 대체 몇 명이 볼 수 있는 겁니까? 정확한 명시 가 없어서 막상 내가 보려니 볼 수가 없었네요 ;;; 새벽이라 연락할 수도 없고 너무하네..
218,서버관리 최악 중요할때 막터짐 뭐 이건 무료 앱도 아니면서 이렇게 서버관리를 하는게 맞는 건가 예전에도 이런적 있던걸로 기억하는데 진심 그럼 좀 수정을 해어야하는게 맞는거 아닌가요??
219,와우멤버쉽 이용중인데 잘되다가 갑자기 로그인을 할 수 없다면서 로그인이 안됩니다. 이거 왜 이러는건가요? 네이버에 쳐봐도 와우멤버쉽이 아니라서 그런다는데.. 전 와우멤버쉽인데도 로그인이 안됩니다. 해결법도 없고 이것 때문에 축구 경기 놓쳤습니다 ㅡㅡ
220,축구볼려고 결제 했는데 로그인 안됨ㅋㅋ 너무하네요
221,손흥민 경길보라고 광고 미친듯이하더니 로그인조차 안되서 못보네? 서버확보도 못하고 무슨 하.... 욕나오네..
222,지금 프리미어리그 볼려는데 왜 로그인 자체가 안되나요 장난하시나
223,서버 관리자 자냐? 손흥민때문에 가입했는데 오늘같은날 로그인이 안되냐? 빨리조치좀
