,0
126,최근 영상 재생 중에 [an-bcp-drmpol] 이라는 오류가 뜨면서 재생이 안됩니다. 이전에 문의했을 때 앱 삭제 후 재설치하라고 하여 그대로 했었고 프로필 추가부터해서 쿠팡앱까지 삭제 후 재설치 해봤는데도 해결이 안되네요...다른 방법이 있다면 안내바랍니다.
127,비번 설정 안했는데 키즈존 해지시 비번 누르라고 하나요
128,티빙이 새롭게 얼굴에 바뀌었네요. 눈에 확띄는 로고로 보기 좋네요. 여러 OTT서비스중 가장 먼저 접한 서비스인데 이번에 화질도 좋아지고 여러사람이 프로필 가능해지고 TV연결좋네요. 소비자와 더욱더 소통 발전하는 서비스가 되시길
129,사용자전화번호
130,비번 변경 방법이 뭔가요?
131,제 이메일 주소인데도 안돼고 그냥0점 이네요 씹
132,"프리미엄 이용권을 이용하다가 베이직 이용권으로 바꿔서 프로필 잠금 기능이 필요없어졌는데 프로필 잠금 비밀번호를 변경하는 것만 가능하고 삭제하는 건 안되네요.
고객센터에 문의해보니 프로필 잠금 기능을 없애는 건 불가능하다고 해서 그냥 사용하고 있는데 프로필 잠금 해제 기능이 추가되면 좋을 것 같습니다. 접속할 때마다 프로필 누르고 비밀번호 입력하는 게 은근 귀찮네요."
133,분명 평점 2.4에 리뷰 만이천오백몇개였는데 갑자기 리뷰 300여개줄고 평점 3.1로 올라갔네 대박이다 진짜
134,이메일주소를 어떻게 바꾸라는건지요ㅜ
135,계속 프로필을 선택화면에서 안넘어가져서 삭제후 다시깔으니 로그인이 안되네요 짜증나게 ㅋㅋ
136,프로필 변경 오류가 자주 발생합니다 안 그래도 가격도 오르고 제약도 늘어나는데 이런 자잘한 것도 안 고치니 정이 떨어지네요
137,티빙처럼 각 프로필당 잠금 설정 만들어주세요
138,성인인증오류 해결돼서 다시 리뷰 씁니다. 도움말도 감사하고 고객센터의 확인전화도 감사했습니다. 다만 저는 PASS로의 인증은 계속 에러가 나서 문자로 인증하고 재부팅하여 성공했습니다. 비슷한 오류문의는 문자로 인증해 보라고 하고 싶습니다.
139,아니 프로필 잠궈놓았는데 계정 공유해서 같이 보는 사람이 웹사이트에서 젲 시청기록을 볼 수 있는 건 좀 아니라고 생각합니다. 이러면 프로필 잠금을 걸어놓는게 의미가 없죠…;; 웹사이트에서 시청기록을 보려면 PIN 입력하고 볼 수 있게 좀 변경해주세요.
140,웨이브 애용중인 1인입니다. 다른 ott처럼 웨이브도 프로필 잠금 있었음 좋겠어요 하루빨리 개발 되었으면 좋겠네요
141,"프로필 지금 네개까지 되는데 
두개 더 늘릴수 없나요??

나머지는 만족하며 쓰고 있습니다-"
142,성인19세용 2중으로 인증절차 만들어주세요. 비밀번호같은걸로 한번더 인증해서 볼수 있도록 제도를 만들어주시길바랍니다. 가족끼리 공유해서 보는데 호기심으로 아이가 성인물 볼것같아 위험해보여요. 그리고 앱반응이 왜케 느려졌나요?
143,"성인인증 sms 연결좀,,, ㅠㅠ"
144,인증하는 방법이 매우 불편함 앱 자체에 인증하는 방법이 있느면 좋겠음
145,인증 졸라 안됨;;;
146,무슨 프로필 선택하기에서 당췌 넘어가질 않고 앱 반응없음 뜨네요..
147,왜 시즌 변경이 안 되는 거죠? 그리고 체인즈데이즈 시즌 2 나와서 잘 보고 있었는데 어느 순간부터 시즌1만 틀어지네요 그것도 한 프로필만 어떻게 해야하는 거에요???????ㅜ
148,이메일 주소에 암호를 보내는 형식이 됐죠? 다시 바꿔주세요
149,끊김 현상이 심하고 프로필 잠금 기능 좀 만들어주셨으면 좋겠습니다 다른 OTT서비스는 모두 있는 기능인데 왜 웨이브만 없는건지 불편하네요
150,성인인증했는데 왜 계속 하라고 하나요. 6번이나 함.
151,비밀번호 변경한 적도없는데 왜 자꾸 다르다고 하는건지;; 한 두번도 아니고 엄청 자주그러는데 그럴 때마다 매번 비밀번호를 찾아서 또 변경해야하는 건가요..? 제발 좀 고쳐주세요;
152,"제일 처음에 프로필 없을 때 프로필 생성하라고 뜨는 창에서
닉네임 입력 안하고 프로필 생성 버튼 누르면 그대로 freezing
유저경험 매우 나쁨
해당 버그 고치고 보고하면 5점 드림"
153,"만달로리안,북오브 보바 펫
너무 재미있게 잘보고 있습니다"
154,성인인증 무한 반복. 돈내고 결국 영화 못봄. 콘텐츠 진짜 별루. 에러땜에 환불해 달랬더니 구글로 연락하라고 함. 장난도 이런 장난질이 있나 헐
155,성인인증 안되는군요.. 해지 각이네여
156,성인인증에서 문자를 받았는데 그 번호를 어디에 입력해야하나요ㅋㅋㅋ 그 이후로는 페이지가 나오질 않는디..ㅋㅋㅋㅋ 뭘 보라는건지 말라는건지.. 너무 심각하네요.
157,성인 인증하라고 하면서 몇번을 해도 인증번호를 안보내주는건 뭘까요? 지금 성인데리고 장난하는 것도 아니고...
158,다른 오티티들은 여러 프로필 만들면 각각에 잠금 비밀번호를 설정할 수 있는데 웨이브는 그 기능이 없어서 불편합니다
159,프로필 잠금 기능 추가해주세요 ㅠ
160,비밀번호 갱신하는거며 새롭게 또 입력해서 들어가는거 여간 귀찮네요...로딩도 길고 ㅠ
161,성인인증 완료 인데 자꾸 인증하라네요.보라는건지..
162,프로필 잠금 기능이 없네요 만들어주세요
163,아니 갑자기 바꾸지도 않은 프로필이 갑자기 바뀌고 내가 보고 있었던 시펑 기록은 다 사라지고 만약에 마음의 소리 그런거 쳐도 나오지도 않고 그런겄 좀 고쳐주세요 제발 그거 때문에 넷플을 티비로만 봐야돼요
164,앱스토어에서 구독항목 보는게 계속 오류가 나서 구독취소를 못하다가 결국 결제를 해버렸어요. 결제되고 나서 한번도 본 적 없는데 환불 가능한가요?
165,앱안들어 가진다고.첨엔 들어가졌다고. 안고치냐고?? 15일은된거같은데
166,비번안바꾸면못씀 그래서 안씀
167,프로필 별 잠금 만들어주세요
168,비밀번호를 맞게 쳐넣는데도 로그인을 안시켜주는 건 뭐하자는 거야 장사하기 싫어? 3번을 쳐바꿔도 알아 쳐먹지를 못하네 이러니까 주가가 반토막이 나지
169,친구랑 같이 나눠서 결제하기로하고 친구가 결제 한 뒤에 프로필을 만드려고 앱을 깔았더니 앱이 열리지 않아요 핸드폰을 껐다가 켜보기도하고 삭제했다가 다시 깔아보고 핸드폰도 껐다가 켜봤는데 로딩중만 계속 떠요 돈 아까움
170,비밀번호 찾기할때 메일이안옴
171,인증이 필요합니다. 라고 뜨면서 결제를 할 수가 없음
172,어제 깔아서 결제 했는데 돈은 빠져나가고 결제내역도 다 뜨는데 드라마를 보러 들어가면 또 이용권 구매하라고 1분 미리보기 밖에 안되고 이용권도 안뜨고 그래서 다시 결제창 들어가면 이미 결제 되었다고 하고 이거 어쩌라는건가요?😑
173,프로필 마다 잠금 기능 좀 추가 해주세요
174,비밀번호 잊어버렸어요 그런데 아무리 해도 코드이멜이 오지 않을까요
175,아니 프로필 잠금 기능 넣어주는 게 그렇게 힘든가요? 안 하는 거예요? 못하는 거예요?
176,개인 프로필 잠금 설정 가능하게 만들어주세요.타사 어플들은 다 잠금 기능이 있는데 왜 아직까지 프로필 잠금 도 하나 못만드나요?!
177,연령제한 표시좀 어떻게 없애는지 알려줘... 충격과 공포다!
178,업뎃후에 폰에서 접속시 프로필변경할때 로딩생김
179,인증시스템 그냥 쓰레기 수준 모바일은되고 티비는 또 안되고 개스트레스 받아서 한달치 계산한거 안쓰고 걍 탈퇴함
180,"키즈모드 사용 안하는데, 앱 실행시 프로필 설정 안 하고 바로 본프로필로 들어가게 할 수 없나요? 앱 실행할 때마다 본프로필과 키즈모드 중에서 선택하는 게 귀찮네요."
181,"프로필 잠금기능 필요합니다. 넷플,티빙 등등 유일하게 웨이브만 그ㄱㅣ능이 없네요"
182,프로필 잠금 기능도 추가해주세요
183,성인 인증을 해도 18세 이상 영상물들이 안 들어가집니다. 그리고 영상을 앞뒤로 옮길때 건들지도 않았는데 자꾸 영상에서 나가지게 됩니다. 도대체 고칠 의지는 있는건지...
184,성인 인증해야 볼 수 있는거 보려고 인증하는데 비번도 안맞아 ...변경하려고하니 완료는 안되고 오류라더니 메일로는 변경되었다고 하고 문자로 인증번호 보낸다더니 안오고 보라는건지 말라는건지 모르겠네요. 어떻게 해야하는지 방법 좀 알려주시죠.
185,성인인증 오류가 납니다
186,"비밀번호 찾기가 제대로안됩니다. 점검해주세요.아이디입력하고 비밀번호찾기하면 메일주소로 찾기가 돼야 되는데 자꾸 비밀번호를 찾을수 없다고 뜨고,메일도 안와서 결제했는데 이용못하고 있습니다. 고객센터는 직원연결도 안되고, 해결해주세요."
187,이메일을모르면못하는건가?
188,넷플과 비교해서 볼 것(종류) 👎 뭐 보면서 속도. 밝기. 15초 앞뒤로 가기 👎 잘못눌러서 누르자마자 바로 나가도 시청기록에 뜸 근데 시청기록 삭제 불편함 + 귀찮음 프로필마다 연령인증 해야함 배너에 추천하는거도 별로고 재밌는거도 없고 돈 아까움 이거 할 바엔 넷플 무조껀 끊으셈
189,이메일 비밀번호 어캐찾아요? ㅠㅜ
190,성인인증 수백번 하는중
191,비번 몇번 틀렸다고 오류 코드 21 뜨고 다시는 접속안되는거 실화인가요? 열받아서 구독취소합니다.
192,인증시 비번 안먹힘. 비번 변경도 오류남. 어쩌란거
193,성인인증 계속하라고나오는데 이따위로 앱만들고 돈뜯어가는거 역겹네요
194,성인인증을 하고 18세 이상 영상 시청하려는데 계속 성인인증하라고 뜨는데 뭔가요?????? 뭐하자는 시스템이세요?ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
195,성인인증을 했는데도 불구하고 계속 하라 하네요 삭제 후 다시 설치해도 같아요 너무 불편해요
196,성인인증하라고해서 접속하려는데.접속안됨.짜증나서 당장해지해야겠네.절대로 이거 가입하지마세요.후회합니다
197,성인인증만 5번했네요
198,"몇년간 웨이브 잘사용중에 있습니다 요청사항이 있다면, 프로필 별 비밀번호를 설정해서 들어갈 수 있게 되면 좋겠습니다. 지금은 비밀번호 없이 여러 프로필에 들어갈 수 있다보니 사생활이 보호되지 않는 느낌입니다. 이부분이 꼭 추가되었으면 좋겠어요"
199,"성인인증 해도 계속 다시 하라고 나오고, faq도 안되고 뭐 하나 제대로 되는게 없음 폴더블 쓰는디 최적화도 최악"
200,프로필 잠금기능이 왜 없죠? 키즈모드 해제만 있고 연령별 노출 기능과 프로필은 잠글 수 있게 해줘야죠
201,성인 인증 안됨...
202,비번변경 안되요
203,"프로필 잠금 기능 만들어주시는게 그렇게 힘든요구입니까? 티빙,넷플등 프로필잠금 기능이 있는데 웨이브는 고객들의 요구에방치하네요"
204,비번이랑. 아이디를 까먹어서 해지하려 하는데 어찌해야하나요..?? 계속 결재가 되는데 볼수가 없어요
205,성인인증 한번만하라해놓고 영상보지도못하고 인증창만 계속뜨고 돈은돈대로 받아먹고 뭐하는짓인지 이게
206,성인인증을 몇번 해야돼 카지노 좀 보자 진짜 불편하네
207,성인인증했는데계속하라고나옴 왕짜증남 별하나도아까움
208,성인인증 성공해도 먹통 다시 또 성인인증 무한반복 넷플릭스 따라갈려면 아직멀었다 카지노 하나볼려고 결제한건데 카지노 다보면 구독취소각이다 성인인증을 성공후 창 닫는 표시도없고 재설치 해야 하는번거로움에 아무튼 넷플에 비교해서 별점1점도 아깝다 반성하고 개선하길 볼건 카지노뿐
209,성인인증 안됨. 카지노 보려고 했더니 성인인증만 3번째...
210,성인인증 인증번호 문자메세지에 오류가심각함 전송이 오지 않음
211,인증오류 오류코드21 메일인증해도 인증번호계속에라남 휴대폰살때괜히 결합해서 오류해결도안되고 당장해지하고싶다 ㅜ 절대비추입니다
212,성인인증 했는데 티비에서 인증하라고해요
213,프로필끼리 시청기록이 공유돼요
214,야 이거 설치가 안된다 참 대단하다 다운자체가 안되는데 안고치냐?
215,본인 인증했는데 다시 연령인증 해야하는거 귀찮긴해도 그러려니하는데 이메일인증하려고 최소화하고 번호받고 돌아오니까 초기화되는거 고쳐주세요
216,프로필 바꾸려는데 오른쪽 하단 프로필 이미지 클릭해도 시청목록밖에 안보임 어찌 바꿔요
217,성인인증20번째ㅡㅡ욕이나온다 환불가능?
218,연령고지가 안사라짐 이거는 뭐 영화를 보라는거임 말라는거임
219,"인증하겠다니까요, 왜 클릭이 안돼는데"
220,성인인증 불편
221,"비번 기억도 못허는데 매번 참 번거롭네
기왕 서비스하는거 제대로 좀 해주세요.."
222,Snl보려고 가입했는데 프로필누르고 들어가면 앱이 계속 튕기네요
223,성인인증했는데 왜 휴대폰은 성인꺼 보여지는데 티비는 계속 성인인증하라고 뜨나요ㅡㅡ
224,이메일등록햇는데 얼마남지않앗습니다 뜨고 다음으로 못넘어가는건 뭐에요? 앱을 쓰라는겨 말라는겨
225,성인인증을 몇번을 하라고 하냐 제대로 만들지도 못하면서 돈만 쳐 먹으려고 하네
