,0
168,설강화 서포트 때문에 바로 해지했습니다. 마블 찐팬인데 말이죠 ㅠㅠ
169,해지신청후 두달연속 요금빠져나갔습니다 환불요청했는데 처리가안되고있네요 전화도안되고 해지했더니 사이트들어가서 문의도안되고 빠른처리 부탁합니다
170,결제를 바꾸려는 보이지도 않게 만듦
171,이용권 해제했는데.. 돈빠저나감.. ㅠㅡㅠ 국밥값날아감
172,구독취소 어따숨겨놓은거야!!!!
173,폰으로 사이트들어가서 보려니 앱다운받으라고하고 앱다운받으려니 스토어에서 앱이다운받아지질않음 폰문제인가 싶어서 다른앱 다운받아봤는데 다른앱은 다운 잘됨 이유가? 10번? 그이상 계속시도하니까 다운받아짐 ㅋㅋㅋ 와 우
174,구독취소하기가 이렇게 어려울줄... 몇번 누르면 넘어가게해놔야되는데 진행이안되네요 결국 내일 고객센터 연결해야할듯요
175,가격만 비쌈
176,결제 때문입니다 왜냐하면 결재를 삭제 하면 사람들이 더많이 디즈니 를 깔아서 재미게 볼수있답니다
177,문의가 9시부터9시까지네요?ㅋㅋ 새벽엔 서버도 자나봅니다? 전기료 아끼려고 글남겨두는것도 안되네
178,잘못가입햇는데취소도어렵네요
179,결제 취소가 숨은그림찾기도 아니고.. 완전 어렵게 멤버십 해지해도 또 결제 되고..ㅠㅠ
180,고객 댓 꾸도 없고. 돈만 처벌고.에라이. 화면잠금버튼 다시풀려면 터치도 안되고. 어쩌자는겨.
181,가격 인상 그만하면 좋게ㅛ에여
182,1.5배속이 안되서 아쉽네요.
183,탈퇴안됨
184,구독해제할려고 하는데 못찾겠네 꼭꼭 숨겨놔서
185,요금은 올려 받으면서 되던거 안되게 하는 경우는 뭔지... 1009 뜨면서 잘되는거 안되는 상황은 머지?
186,환불 하고싶은데 환불요청에서 디즈니 플러스 체크가 되지 않습니다.
187,탈퇴하기가 왜 이렇게 까다롭습니까 피씨에서만 탈퇴할 수 있게 해놨던데요 앱에서도 탈퇴할 수 있게 해주세요!
188,취소가 너무 어려워요 취소 도와주세요
